域名	解析IP	开放端口	WEB服务器	网站状态
qyaq.tencent.com	0.0.0.1	-	端口未开放	端口未开放
raas.tencent.com	14.17.35.166	-	端口未开放	端口未开放
sisa.tencent.com	58.251.81.36	80,443	openresty	80:正常访问
sicc.tencent.com	183.57.48.89	80,443	nginx	80:正常访问
sodm.tencent.com	58.250.136.60	80,443	nginx/1.6.3	80:正常访问
taia.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tars.tencent.com	139.199.92.63	80,443	Resin/3.0.s111229	80:正常访问
tcms.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tenc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tgpa.tencent.com	112.90.14.196	80,443	nginx	80:正常访问
tgif.tencent.com	119.147.227.100,119.147.227.113,119.147.33.87,119.147.83.73,113.96.156.226,125.94.49.68,27.45.166.55,27.45.166.16,119.147.33.49	80,443	nginx	80:正常访问
tita.tencent.com	163.177.73.176,163.177.73.178,163.177.73.162,163.177.73.175	80,443	获取失败	80:-
tosp.tencent.com	14.17.42.119	80	nginx/1.12.2	80:正常访问
tssp.tencent.com	163.177.71.181	80,443	Apache/2.4.4 (Unix) OpenSSL/1.0.2g PHP/5.5.25	80:正常访问
txff.tencent.com	0.0.0.1	-	端口未开放	端口未开放
txsr.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tsrc.tencent.com	59.37.96.63	80	获取失败	80:-
wetv.tencent.com	23.13.190.8	80,443	-	80:(403) 已禁止
wxxq.tencent.com	0.0.0.1	-	端口未开放	端口未开放
wxyl.tencent.com	0.0.0.1	-	端口未开放	端口未开放
xsrc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
ywts.tencent.com	183.3.239.104	-	端口未开放	端口未开放
pos.tencent.com	58.251.80.193	80,443	获取失败	80:-
tpad.tencent.com	59.37.96.192	80,443	获取失败	80:-
qm.tencent.com	112.90.77.205	80,443	获取失败	80:-
tapd.tencent.com	59.37.96.192	80,443	获取失败	80:-
